"","id","name","isclosed","review_count","categories","rating","latitude","longitude","price","address1","city","zip"
"188","vQdzgF7LS6QFkYVmZn66xA","Wendy's",FALSE,24,"list(alias = c(""burgers"", ""hotdogs""), title = c(""Burgers"", ""Fast Food""))",2,40.80727,-77.89285,"$","1610 N Atherton St","State College","16803"
"189","0FtRhLYyFSjpMN7YHOW41g","Taco Bell",FALSE,20,"list(alias = c(""hotdogs"", ""tex-mex"", ""mexican""), title = c(""Fast Food"", ""Tex-Mex"", ""Mexican""))",2,40.784555,-77.82921,"$","100 Rolling Ridge Drive","State College","16801"
"190","AnXePyHo61BM7dCvD7tPjA","Burger King",FALSE,3,"list(alias = c(""burgers"", ""hotdogs""), title = c(""Burgers"", ""Fast Food""))",2.5,40.82698,-77.80893,"$","2501 E College Ave","State College","16801"
"191","N_5CE7fma-iGoXpP80Nypg","McDonald's",FALSE,19,"list(alias = c(""burgers"", ""hotdogs"", ""coffee""), title = c(""Burgers"", ""Fast Food"", ""Coffee & Tea""))",2,40.808498,-77.895727,"$","1615 N Atherton St","State College","16803"
"192","cVdH4I9mBODMTL7uh1CiFA","Subway",FALSE,4,"list(alias = c(""sandwiches"", ""hotdogs""), title = c(""Sandwiches"", ""Fast Food""))",3.5,40.79307,-77.85717,"$","300 S Pugh St","State College","16801"
"193","bC01OJOFXT92lyVYdtvnIw","Subway",FALSE,5,"list(alias = c(""hotdogs"", ""sandwiches""), title = c(""Fast Food"", ""Sandwiches""))",3.5,40.7604824,-77.8785086,"$","2790 W College Ave","State College","16801"
"194","20RVwYAwUcTyUQ7Bfqg7zg","Papa John's Pizza",FALSE,12,"list(alias = ""pizza"", title = ""Pizza"")",2.5,40.80942,-77.91085,"$","2110 N Atherton St","State College","16803"
"195","xhatuGtZZ4e5opYLf3LeUQ","Weis Markets Deli",FALSE,1,"list(alias = ""delis"", title = ""Delis"")",3,40.7849107,-77.829141,NA,"110 Rolling Ridge Dr","State College","16801"
"196","0GjQ9Jpmq5YZLC0KjJLioA","Taco Bell",FALSE,3,"list(alias = c(""mexican"", ""hotdogs""), title = c(""Mexican"", ""Fast Food""))",1.5,40.8321707114803,-77.8044521826748,"$","570 PA-150","State College","16801"
"197","PONFPzWCsCMLN_LQ-u7cDw","Subway",FALSE,1,"list(alias = c(""sandwiches"", ""hotdogs""), title = c(""Sandwiches"", ""Fast Food""))",3,40.784601,-77.834707,"$","1700 S Atherton St","State College","16801"
